Prize,Year,Winner,Citation,Wikipedia_URL,OpenAlex_URL,Subfield,Subfield_ID,Field,Domain,Verified,Corrected_OpenAlex_URL,Best_Subfield,Best_Subfield_ID,Best_Field,Verification_Notes,laureate_type,n_winners,plotFinestField
Louisa Gross Horwitz Prize,2019,Peter K. Vogt,For work on the PI3K and mTOR pathways in physiology and oncogenesis,https://en.wikipedia.org/wiki/Peter_K._Vogt,https://openalex.org/authors/A5010679975,Animal Science and Zoology,1103.0,Agricultural and Biological Sciences,Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology","Subfield changed from Animal Science and Zoology; researcher works on retroviruses and PI3K/oncogenes, top topic #4 is PI3K/mTOR",individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2020,A. James Hudspeth,For discoveries on the mechanisms of hearing and hair cell transduction,https://en.wikipedia.org/wiki/A._James_Hudspeth,https://openalex.org/authors/A5057549975,Sensory Systems,2809.0,Neuroscience,Life Sciences,Yes,,Sensory Systems,2809,Neuroscience,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2020,Christine Petit,For discoveries on the genetics and mechanisms of hearing,https://en.wikipedia.org/wiki/Christine_Petit,https://openalex.org/authors/A5072048458,Sensory Systems,2809.0,Neuroscience,Life Sciences,Yes,,Sensory Systems,2809,Neuroscience,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2020,Robert Fettiplace,For discoveries on the mechanisms of hearing and hair cell transduction,https://en.wikipedia.org/wiki/Robert_Fettiplace,https://openalex.org/authors/A5068225495,Sensory Systems,2809.0,Neuroscience,Life Sciences,Yes,,Sensory Systems,2809,Neuroscience,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2021,Drew Weissman,For contributions to mRNA modification enabling mRNA-based therapeutics and vaccines,https://en.wikipedia.org/wiki/Drew_Weissman,https://openalex.org/authors/A5068253145,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2021,Katalin Kariko,For contributions to mRNA modification enabling mRNA-based therapeutics and vaccines,https://en.wikipedia.org/wiki/Katalin_Karik%C3%B3,https://openalex.org/authors/A5030598859,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Molecular Biology,1312,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2022,Gero Miesenboeck,For foundational work on optogenetics,https://en.wikipedia.org/wiki/Gero_Miesenb%C3%B6ck,https://openalex.org/authors/A5041526781,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2022,Karl Deisseroth,For foundational work on optogenetics,https://en.wikipedia.org/wiki/Karl_Deisseroth,https://openalex.org/authors/A5014360828,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2022,Peter Hegemann,For foundational work on optogenetics,https://en.wikipedia.org/wiki/Peter_Hegemann,https://openalex.org/authors/A5032787107,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Cellular and Molecular Neuroscience,2804,Neuroscience,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2023,Glen Barber,For discovery of the cGAS-STING innate immune signaling pathway,https://en.wikipedia.org/wiki/Glen_Barber,https://openalex.org/authors/A5050436106,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2023,Zhijian Chen,For discovery of the cGAS-STING innate immune signaling pathway,https://en.wikipedia.org/wiki/Zhijian_Chen,https://openalex.org/authors/A5000591490,Immunology,2403.0,Immunology and Microbiology,Life Sciences,Yes,,Immunology,2403,Immunology and Microbiology,,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2024,Scott Emr,For discovering the ESCRT pathway,https://en.wikipedia.org/wiki/Scott_Emr,https://openalex.org/authors/A5025638265,Cell Biology,1307.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Cell Biology,1307,"Biochemistry, Genetics and Molecular Biology",,individual,1.0,Life Sciences & Medicine
Louisa Gross Horwitz Prize,2024,Wesley Sundquist,For discovering the ESCRT pathway,https://en.wikipedia.org/wiki/Wesley_Sundquist,https://openalex.org/authors/A5020944188,Virology,2406.0,Immunology and Microbiology,Life Sciences,Yes,,Cell Biology,1307,"Biochemistry, Genetics and Molecular Biology","Subfield changed from Virology; prize is for ESCRT pathway discovery (cell biology), topic #2 is Cell Biology",individual,1.0,Life Sciences & Medicine
Marconi Prize,2015,Peter Kirstein,For tireless advocacy and pioneering technical contributions to computer networking which helped establish and expand the Internet in Europe and globally,https://en.wikipedia.org/wiki/Peter_Kirstein,https://openalex.org/authors/A5110775293,Electrical and Electronic Engineering,2208.0,Engineering,Physical Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,,individual,1.0,"Computing, electrical"
Marconi Prize,2016,Bradford Parkinson,"For conception, development, and continual improvement of GPS as a global utility",https://en.wikipedia.org/wiki/Bradford_Parkinson,https://openalex.org/authors/A5112076013,Aerospace Engineering,2202.0,Engineering,Physical Sciences,Yes,,Aerospace Engineering,2202.0,Engineering,,individual,1.0,Mechanical engineering
Marconi Prize,2017,Arun Netravali,"For pioneering work on video compression standards that served as the key base technology for MPEG and enabled digital TV, HDTV, and streaming video",https://en.wikipedia.org/wiki/Arun_Netravali,https://openalex.org/authors/A5034100897,Computer Vision and Pattern Recognition,1707.0,Computer Science,Physical Sciences,Yes,,Computer Vision and Pattern Recognition,1707.0,Computer Science,,individual,1.0,"Computing, electrical"
Marconi Prize,2018,F. Thomson Leighton,For foundational contributions to content delivery network technology and co-founding Akamai Technologies,https://en.wikipedia.org/wiki/F._Thomson_Leighton,https://openalex.org/authors/A5110453378,Computer Networks and Communications,1705.0,Computer Science,Physical Sciences,Yes,,Computer Networks and Communications,1705.0,Computer Science,,individual,1.0,"Computing, electrical"
Marconi Prize,2019,Paul Kocher,"For contributions to practical applications of cryptography and cybersecurity, including the design of SSL 3.0",https://en.wikipedia.org/wiki/Paul_Kocher,https://openalex.org/authors/A5038006957,Artificial Intelligence,1702.0,Computer Science,Physical Sciences,Yes,,Artificial Intelligence,1702.0,Computer Science,,individual,1.0,"Computing, electrical"
Marconi Prize,2019,Taher Elgamal,"For contributions to practical applications of cryptography and cybersecurity, known as the father of SSL",https://en.wikipedia.org/wiki/Taher_Elgamal,https://openalex.org/authors/A5037485144,Artificial Intelligence,1702.0,Computer Science,Physical Sciences,Yes,,Artificial Intelligence,1702.0,Computer Science,,individual,1.0,"Computing, electrical"
Marconi Prize,2020,Andrea Goldsmith,For pioneering contributions to adaptive wireless communications and information theory,https://en.wikipedia.org/wiki/Andrea_Goldsmith,https://openalex.org/authors/A5074116801,Computer Networks and Communications,1705.0,Computer Science,Physical Sciences,Yes,,Computer Networks and Communications,1705.0,Computer Science,,individual,1.0,"Computing, electrical"
Marconi Prize,2022,Siavash Alamouti,"For the Alamouti code, a transmit diversity scheme fundamental to modern wireless communication standards",https://en.wikipedia.org/wiki/Siavash_Alamouti,https://openalex.org/authors/A5005510154,Computer Networks and Communications,1705.0,Computer Science,Physical Sciences,Yes,,Computer Networks and Communications,1705.0,Computer Science,,individual,1.0,"Computing, electrical"
Marconi Prize,2023,Hari Balakrishnan,"For foundational contributions to mobile and networked systems and creating technologies for a safer, more resilient society",https://en.wikipedia.org/wiki/Hari_Balakrishnan,https://openalex.org/authors/A5113516878,Computer Networks and Communications,1705.0,Computer Science,Physical Sciences,Yes,,Computer Networks and Communications,1705.0,Computer Science,,individual,1.0,"Computing, electrical"
Marconi Prize,2024,Teresa H. Meng,For pioneering contributions to low-power wireless integrated circuit design and co-founding Atheros Communications,https://en.wikipedia.org/wiki/Teresa_H._Meng,https://openalex.org/authors/A5102114110,Cellular and Molecular Neuroscience,2804.0,Neuroscience,Life Sciences,Yes,,Electrical and Electronic Engineering,2208.0,Engineering,Top topic is Neuroscience but prize is for wireless IC design; selected Electrical and Electronic Engineering (topic #4) as best match,individual,1.0,"Computing, electrical"
Maryam Mirzakhani Prize in Mathematics,2020,Larry Guth,"For developing surprising, original and deep connections between geometry, analysis, topology and combinatorics, leading to major advances on many outstanding problems",https://en.wikipedia.org/wiki/Larry_Guth,https://openalex.org/authors/A5081877161,Applied Mathematics,2604.0,Mathematics,Physical Sciences,Yes,,Applied Mathematics,2604.0,Mathematics,,individual,1.0,Math
Maryam Mirzakhani Prize in Mathematics,2022,Camillo De Lellis,For fundamental contributions to the study of dissipative solutions to the incompressible Euler equations and to the regularity theory of minimal surfaces,https://en.wikipedia.org/wiki/Camillo_De_Lellis,https://openalex.org/authors/A5082837579,Applied Mathematics,2604.0,Mathematics,Physical Sciences,Yes,,Applied Mathematics,2604.0,Mathematics,,individual,1.0,Math
Maryam Mirzakhani Prize in Mathematics,2024,Sylvia Serfaty,"For influential contributions to mathematical physics, particularly on Ginzburg-Landau theory, Coulomb gases, and mean-field limits",https://en.wikipedia.org/wiki/Sylvia_Serfaty,https://openalex.org/authors/A5112203717,Computational Theory and Mathematics,1703.0,Computer Science,Physical Sciences,Yes,,Applied Mathematics,2604.0,Mathematics,Top topic is Computational Theory and Mathematics (CS) but this is a math prize; changed to Applied Mathematics (topic #4),individual,1.0,Math
Matteucci Medal,2016,Adalberto Giazotto,"For contributions to gravitational wave detection, in particular design of the superattenuator for the Virgo interferometer",https://en.wikipedia.org/wiki/Adalberto_Giazotto,https://openalex.org/authors/A5103445807,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,https://openalex.org/authors/A5103445807,Astronomy and Astrophysics,3103.0,Physics and Astronomy,"NAME MISMATCH: expected Adalberto Giazotto, got G. Giordano; Corrected to Adalberto Giazotto (https://openalex.org/authors/A5103445807)",individual,1.0,Physics & Astronomy
Matteucci Medal,2017,Marco Tavani,For contributions to high-energy astrophysics and the AGILE space mission,https://en.wikipedia.org/wiki/Marco_Tavani,https://openalex.org/authors/A5105626204,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,Physical Sciences,Yes,,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Matteucci Medal,2018,Gianluigi Fogli,For contributions to theoretical neutrino physics,https://en.wikipedia.org/wiki/Gianluigi_Fogli,https://openalex.org/authors/A5110887183,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,Physical Sciences,Yes,,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Matteucci Medal,2019,Federico Capasso,For pioneering contributions to the invention of the quantum cascade laser and metasurfaces,https://en.wikipedia.org/wiki/Federico_Capasso,https://openalex.org/authors/A5066671589,Spectroscopy,1607.0,Chemistry,Physical Sciences,Yes,,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,"Subfield corrected from Spectroscopy. Capasso is an applied physicist (quantum cascade lasers, metasurfaces). Matteucci Medal is a physics prize.",individual,1.0,Physics & Astronomy
Matteucci Medal,2020,Massimo Inguscio,For contributions to precision spectroscopy and quantum technologies,https://en.wikipedia.org/wiki/Massimo_Inguscio,https://openalex.org/authors/A5082744407,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Matteucci Medal,2021,Amos Maritan,For contributions to statistical physics and its applications to biological systems,https://en.wikipedia.org/wiki/Amos_Maritan,https://openalex.org/authors/A5076985100,Molecular Biology,1312.0,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Yes,,Condensed Matter Physics,3104.0,Physics and Astronomy,"Top topic is Molecular Biology but Matteucci Medal is physics; changed to Condensed Matter Physics (topic #2, statistical physics)",individual,1.0,Physics & Astronomy
Matteucci Medal,2022,Jocelyn Bell Burnell,For the discovery of pulsars and lifelong contributions to astrophysics,https://en.wikipedia.org/wiki/Jocelyn_Bell_Burnell,https://openalex.org/authors/A5001892714,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Matteucci Medal,2023,Francesco De Martini,For pioneering contributions to quantum optics and quantum information,,https://openalex.org/authors/A5101570499,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,Physical Sciences,Yes,,"Atomic and Molecular Physics, and Optics",3107.0,Physics and Astronomy,,individual,1.0,Physics & Astronomy
Matteucci Medal,2024,Helen Quinn,"For fundamental contributions to particle physics, including the Peccei-Quinn symmetry and axion theory",https://en.wikipedia.org/wiki/Helen_Quinn,https://openalex.org/authors/A5034788438,Health,3306.0,Social Sciences,Social Sciences,Yes,https://openalex.org/authors/A5034788438,Nuclear and High Energy Physics,3106.0,Physics and Astronomy,"Wrong person: was health researcher, corrected to Helen R. Quinn (Stanford/SLAC particle physicist, A5034788438)",individual,1.0,Physics & Astronomy
Max Planck-Humboldt Research Award,2018,Catherine Heymans,For research on dark energy through observations of far distant celestial objects,https://en.wikipedia.org/wiki/Catherine_Heymans,https://openalex.org/authors/A5011140827,Astronomy and Astrophysics,3103.0,Physics and Astronomy,Physical Sciences,Yes,,Astronomy and Astrophysics,3103,Physics and Astronomy,,individual,1.0,Physics & Astronomy
